,mean_fit_time,mean_score_time,mean_test_accuracy,mean_test_f1_macro,mean_test_f1_micro,mean_train_accuracy,mean_train_f1_macro,mean_train_f1_micro,param_clf__n_estimators,params,rank_test_accuracy,rank_test_f1_macro,rank_test_f1_micro,split0_test_accuracy,split0_test_f1_macro,split0_test_f1_micro,split0_train_accuracy,split0_train_f1_macro,split0_train_f1_micro,split1_test_accuracy,split1_test_f1_macro,split1_test_f1_micro,split1_train_accuracy,split1_train_f1_macro,split1_train_f1_micro,split2_test_accuracy,split2_test_f1_macro,split2_test_f1_micro,split2_train_accuracy,split2_train_f1_macro,split2_train_f1_micro,split3_test_accuracy,split3_test_f1_macro,split3_test_f1_micro,split3_train_accuracy,split3_train_f1_macro,split3_train_f1_micro,split4_test_accuracy,split4_test_f1_macro,split4_test_f1_micro,split4_train_accuracy,split4_train_f1_macro,split4_train_f1_micro,split5_test_accuracy,split5_test_f1_macro,split5_test_f1_micro,split5_train_accuracy,split5_train_f1_macro,split5_train_f1_micro,split6_test_accuracy,split6_test_f1_macro,split6_test_f1_micro,split6_train_accuracy,split6_train_f1_macro,split6_train_f1_micro,split7_test_accuracy,split7_test_f1_macro,split7_test_f1_micro,split7_train_accuracy,split7_train_f1_macro,split7_train_f1_micro,split8_test_accuracy,split8_test_f1_macro,split8_test_f1_micro,split8_train_accuracy,split8_train_f1_macro,split8_train_f1_micro,split9_test_accuracy,split9_test_f1_macro,split9_test_f1_micro,split9_train_accuracy,split9_train_f1_macro,split9_train_f1_micro,std_fit_time,std_score_time,std_test_accuracy,std_test_f1_macro,std_test_f1_micro,std_train_accuracy,std_train_f1_macro,std_train_f1_micro
0,1.2939111471176148,0.21596062183380127,0.8762508809020437,0.8699330530120487,0.8762508809020437,0.9971027999331191,0.9971595056777414,0.9971027999331191,10,{'clf__n_estimators': 10},10,10,10,0.8874824191279888,0.8871520611368328,0.8874824191279888,0.9962406015037594,0.9961358670225529,0.9962406015037594,0.8579465541490858,0.8497417707987754,0.8579465541490858,0.9976503759398496,0.997522645405493,0.9976503759398496,0.8804500703234881,0.8742586002068335,0.8804500703234881,0.9973370927318296,0.9972734819915318,0.9973370927318296,0.8859154929577465,0.8775990681942145,0.8859154929577465,0.9970242756460455,0.9970806828510428,0.9970242756460455,0.8815232722143864,0.8792089954410098,0.8815232722143864,0.9971813341684935,0.9972466878050423,0.9971813341684935,0.8899858956276445,0.8844887218876009,0.8899858956276445,0.9974945192608832,0.9976868036439561,0.9974945192608832,0.8956276445698167,0.8895858832162381,0.8956276445698168,0.9957720012527403,0.9960776995580195,0.9957720012527403,0.8801128349788434,0.8731020592283083,0.8801128349788434,0.997651111807078,0.9976719686963447,0.997651111807078,0.846045197740113,0.8314121556692706,0.846045197740113,0.9974949115390638,0.9975808203419223,0.9974949115390638,0.8573446327683616,0.8526879300230314,0.8573446327683616,0.9971817754814467,0.9973183994615095,0.9971817754814467,0.02391801710392414,0.0056811213919963875,0.015642415215439933,0.018039999058565587,0.015642415215439947,0.0005912322842476914,0.000558590205047878,0.0005912322842476914
1,1.903224229812622,0.2303170919418335,0.9100775193798449,0.9069809134821292,0.9100775193798449,0.9995771755894539,0.9995876384700226,0.9995771755894539,20,{'clf__n_estimators': 20},9,9,9,0.9071729957805907,0.9065066325639101,0.9071729957805907,0.9993734335839599,0.9994063497485409,0.9993734335839599,0.9113924050632911,0.9096283150331503,0.9113924050632911,0.9998433583959899,0.9998220241641882,0.9998433583959899,0.9226441631504922,0.9197569715034115,0.9226441631504922,0.99968671679198,0.999679285521529,0.99968671679198,0.8943661971830986,0.8874693383938965,0.8943661971830986,0.9995301487862177,0.9995409447294281,0.9995301487862177,0.923836389280677,0.9218051085682499,0.923836389280677,0.9993736298152208,0.9994024616887591,0.9993736298152208,0.9069111424541608,0.9009567396984156,0.9069111424541608,0.9998434074538052,0.9998614993451407,0.9998434074538052,0.923836389280677,0.9189640825678382,0.923836389280677,0.9996868149076104,0.9996319252776497,0.9996868149076104,0.9026798307475318,0.900839736525826,0.9026798307475318,0.9995302223614156,0.9995843255687303,0.9995302223614156,0.8968926553672316,0.893809731714917,0.8968926553672316,0.9998434319711915,0.9998614993451407,0.9998434319711915,0.9110169491525424,0.910043570908149,0.9110169491525424,0.9990605918271489,0.9990860693111181,0.9990605918271489,0.044837805008479045,0.003987109891830751,0.010163005204002082,0.010822728325025927,0.010163005204002082,0.0002430764909196067,0.00023156330831878026,0.0002430764909196067
2,2.547445845603943,0.2396700382232666,0.9190979563072587,0.9174690770606592,0.9190979563072587,0.9999373678842314,0.9999441686902839,0.9999373678842314,30,{'clf__n_estimators': 30},8,8,8,0.909985935302391,0.9089208479090561,0.9099859353023911,1.0,1.0,1.0,0.9113924050632911,0.9110855599214671,0.9113924050632911,1.0,1.0,1.0,0.9338959212376934,0.9283302987184714,0.9338959212376934,1.0,1.0,1.0,0.9169014084507042,0.9151444558985633,0.9169014084507042,0.9998433829287392,0.999857246326101,0.9998433829287392,0.923836389280677,0.9245615771851199,0.923836389280677,1.0,1.0,1.0,0.9280677009873061,0.9251067956862904,0.9280677009873061,1.0,1.0,1.0,0.9322990126939351,0.9318643041740867,0.9322990126939351,1.0,1.0,1.0,0.921015514809591,0.9226866927056393,0.921015514809591,1.0,1.0,1.0,0.8870056497175142,0.8804804979431845,0.8870056497175142,0.9998434319711915,0.9998614993451407,0.9998434319711915,0.9265536723163842,0.9264850480278699,0.9265536723163841,0.9996868639423829,0.9997229412315982,0.9996868639423829,0.047861405847193214,0.006670858204943139,0.013156144700339769,0.014236946006289046,0.013156144700339755,0.00010385991814876768,9.227743630508609e-05,0.00010385991814876768
3,3.213767671585083,0.2537938833236694,0.9252995066948555,0.9229094744084411,0.9252995066948555,0.999984335839599,0.9999822024164189,0.999984335839599,40,{'clf__n_estimators': 40},7,7,7,0.9212376933895922,0.921089639548949,0.9212376933895922,1.0,1.0,1.0,0.9142053445850914,0.9095738241667961,0.9142053445850914,0.9998433583959899,0.9998220241641882,0.9998433583959899,0.9367088607594937,0.9342784345756987,0.9367088607594937,1.0,1.0,1.0,0.9267605633802817,0.9232977966858561,0.9267605633802817,1.0,1.0,1.0,0.918194640338505,0.9175725436313824,0.918194640338505,1.0,1.0,1.0,0.9308885754583921,0.9253796676509276,0.9308885754583921,1.0,1.0,1.0,0.9294781382228491,0.9269395996282426,0.9294781382228491,1.0,1.0,1.0,0.9153737658674189,0.9148438074444007,0.9153737658674189,1.0,1.0,1.0,0.9180790960451978,0.9142263846689425,0.9180790960451978,1.0,1.0,1.0,0.942090395480226,0.9419177427068388,0.942090395480226,1.0,1.0,1.0,0.08533120942932115,0.006076909248317417,0.008963143413330092,0.009288695901366086,0.008963143413330092,4.699248120302313e-05,5.339275074354166e-05,4.699248120302313e-05
4,3.84334397315979,0.2583591938018799,0.9269908386187456,0.9242064026842167,0.9269908386187456,1.0,1.0,1.0,50,{'clf__n_estimators': 50},6,6,6,0.9310829817158931,0.9300476476064463,0.9310829817158931,1.0,1.0,1.0,0.9156118143459916,0.9144135836091695,0.9156118143459916,1.0,1.0,1.0,0.939521800281294,0.9342296574235381,0.939521800281294,1.0,1.0,1.0,0.9225352112676056,0.9162407707133259,0.9225352112676056,1.0,1.0,1.0,0.923836389280677,0.9238853003888123,0.923836389280677,1.0,1.0,1.0,0.9407616361071932,0.9385482690965368,0.9407616361071932,1.0,1.0,1.0,0.9365303244005642,0.9343343784186211,0.9365303244005642,1.0,1.0,1.0,0.92524682651622,0.9228134627960418,0.9252468265162201,1.0,1.0,1.0,0.9067796610169492,0.9004060349487927,0.9067796610169492,1.0,1.0,1.0,0.9279661016949152,0.9271095552055989,0.9279661016949152,1.0,1.0,1.0,0.08022486589764335,0.008248617589868267,0.010127979186580144,0.010854623449337264,0.01012797918658014,0.0,0.0,0.0
5,4.494624352455139,0.2715510368347168,0.9303735024665257,0.9288908984985738,0.9303735024665257,0.9999843382928739,0.9999822169000918,0.9999843382928739,60,{'clf__n_estimators': 60},5,5,5,0.9226441631504922,0.9215844964307369,0.9226441631504922,1.0,1.0,1.0,0.9324894514767933,0.9331807870973406,0.9324894514767933,1.0,1.0,1.0,0.9451476793248945,0.943767590389335,0.9451476793248945,1.0,1.0,1.0,0.9225352112676056,0.9196275598190109,0.9225352112676056,0.9998433829287392,0.999822169000918,0.9998433829287392,0.92524682651622,0.9246429701381854,0.9252468265162201,1.0,1.0,1.0,0.9407616361071932,0.9387221781144429,0.9407616361071932,1.0,1.0,1.0,0.9393511988716502,0.9366080961198826,0.9393511988716502,1.0,1.0,1.0,0.92524682651622,0.9256136534669863,0.9252468265162201,1.0,1.0,1.0,0.9166666666666666,0.9117650850327681,0.9166666666666666,1.0,1.0,1.0,0.9336158192090396,0.9333583237983041,0.9336158192090396,1.0,1.0,1.0,0.12861717932276495,0.006009712973118322,0.008851294750077609,0.009365070041950956,0.008851294750077595,4.698512137824018e-05,5.3349299724592124e-05,4.698512137824018e-05
6,5.099381375312805,0.2806495904922485,0.931782945736434,0.9298496554535008,0.931782945736434,1.0,1.0,1.0,70,{'clf__n_estimators': 70},4,4,4,0.9367088607594937,0.9382622114548401,0.9367088607594937,1.0,1.0,1.0,0.9240506329113924,0.9229120268494324,0.9240506329113924,1.0,1.0,1.0,0.9535864978902954,0.9504263614063684,0.9535864978902954,1.0,1.0,1.0,0.923943661971831,0.9198160601520342,0.923943661971831,1.0,1.0,1.0,0.926657263751763,0.9269546907017394,0.926657263751763,1.0,1.0,1.0,0.9351198871650211,0.9330653737600246,0.9351198871650211,1.0,1.0,1.0,0.9379407616361072,0.9336692316572204,0.9379407616361072,1.0,1.0,1.0,0.9294781382228491,0.9286233666830681,0.9294781382228491,1.0,1.0,1.0,0.9152542372881356,0.9112708566016503,0.9152542372881356,1.0,1.0,1.0,0.9350282485875706,0.9334271637567166,0.9350282485875706,1.0,1.0,1.0,0.12660188799054817,0.009683024885640447,0.00992895146754902,0.010179374816131351,0.00992895146754902,0.0,0.0,0.0
7,5.766960167884827,0.29025888442993164,0.9320648343904158,0.9307515519849368,0.9320648343904158,0.9999843407453806,0.9999822184029552,0.9999843407453806,80,{'clf__n_estimators': 80},3,3,3,0.9324894514767933,0.9340347854093446,0.9324894514767933,1.0,1.0,1.0,0.9268635724331927,0.9271209411814243,0.9268635724331927,1.0,1.0,1.0,0.9451476793248945,0.9445471297056991,0.9451476793248945,1.0,1.0,1.0,0.9253521126760563,0.9228299756414684,0.9253521126760563,1.0,1.0,1.0,0.9351198871650211,0.937044403785523,0.9351198871650211,1.0,1.0,1.0,0.9322990126939351,0.9269461849279156,0.9322990126939351,0.9998434074538052,0.9998221840295523,0.9998434074538052,0.9393511988716502,0.9350452045952218,0.9393511988716502,1.0,1.0,1.0,0.9421720733427362,0.9426355546866023,0.9421720733427362,1.0,1.0,1.0,0.9096045197740112,0.9038626065076458,0.9096045197740112,1.0,1.0,1.0,0.9322033898305084,0.9333877636509034,0.9322033898305084,1.0,1.0,1.0,0.10971567234855313,0.006785286274581729,0.009549052312189487,0.011043298485998929,0.009549052312189487,4.6977763858446765e-05,5.3344791134324335e-05,4.6977763858446765e-05
8,6.418620586395264,0.30321037769317627,0.9336152219873151,0.9325082510790111,0.9336152219873151,1.0,1.0,1.0,90,{'clf__n_estimators': 90},1,1,1,0.9338959212376934,0.9366808419418196,0.9338959212376934,1.0,1.0,1.0,0.9423347398030942,0.9423884161554712,0.9423347398030942,1.0,1.0,1.0,0.9479606188466948,0.9465719404057518,0.9479606188466948,1.0,1.0,1.0,0.9211267605633803,0.9186633740904119,0.9211267605633803,1.0,1.0,1.0,0.9280677009873061,0.9266249323219508,0.9280677009873061,1.0,1.0,1.0,0.9464033850493653,0.9443854052039332,0.9464033850493654,1.0,1.0,1.0,0.9365303244005642,0.9353615530944205,0.9365303244005642,1.0,1.0,1.0,0.921015514809591,0.9193005789580024,0.921015514809591,1.0,1.0,1.0,0.9138418079096046,0.9090369612794031,0.9138418079096046,1.0,1.0,1.0,0.9449152542372882,0.9459946386283751,0.9449152542372882,1.0,1.0,1.0,0.15107034823301982,0.008295747723785055,0.01147805105652577,0.012627506222035957,0.011478051056525782,0.0,0.0,0.0
9,7.014871120452881,0.3066810846328735,0.9336152219873151,0.9322907762018157,0.9336152219873151,1.0,1.0,1.0,100,{'clf__n_estimators': 100},1,2,1,0.9367088607594937,0.939275931118646,0.9367088607594937,1.0,1.0,1.0,0.9254571026722925,0.9245571162462463,0.9254571026722925,1.0,1.0,1.0,0.9493670886075949,0.9466073344288004,0.9493670886075949,1.0,1.0,1.0,0.923943661971831,0.9204628317246317,0.923943661971831,1.0,1.0,1.0,0.9365303244005642,0.9383968591364277,0.9365303244005642,1.0,1.0,1.0,0.9449929478138223,0.9422268907563025,0.9449929478138223,1.0,1.0,1.0,0.9337094499294781,0.9320913115450775,0.9337094499294781,1.0,1.0,1.0,0.9280677009873061,0.9272238569018112,0.9280677009873061,1.0,1.0,1.0,0.9180790960451978,0.9143716634734238,0.9180790960451978,1.0,1.0,1.0,0.9392655367231638,0.9376546671329165,0.9392655367231638,1.0,1.0,1.0,0.22341518576034755,0.014485694063019104,0.009272929482648766,0.009823257487716347,0.009272929482648766,0.0,0.0,0.0
