,mean_fit_time,mean_score_time,mean_test_accuracy,mean_test_f1_macro,mean_test_f1_micro,mean_train_accuracy,mean_train_f1_macro,mean_train_f1_micro,param_knn__n_neighbors,params,rank_test_accuracy,rank_test_f1_macro,rank_test_f1_micro,split0_test_accuracy,split0_test_f1_macro,split0_test_f1_micro,split0_train_accuracy,split0_train_f1_macro,split0_train_f1_micro,split1_test_accuracy,split1_test_f1_macro,split1_test_f1_micro,split1_train_accuracy,split1_train_f1_macro,split1_train_f1_micro,split2_test_accuracy,split2_test_f1_macro,split2_test_f1_micro,split2_train_accuracy,split2_train_f1_macro,split2_train_f1_micro,split3_test_accuracy,split3_test_f1_macro,split3_test_f1_micro,split3_train_accuracy,split3_train_f1_macro,split3_train_f1_micro,split4_test_accuracy,split4_test_f1_macro,split4_test_f1_micro,split4_train_accuracy,split4_train_f1_macro,split4_train_f1_micro,split5_test_accuracy,split5_test_f1_macro,split5_test_f1_micro,split5_train_accuracy,split5_train_f1_macro,split5_train_f1_micro,split6_test_accuracy,split6_test_f1_macro,split6_test_f1_micro,split6_train_accuracy,split6_train_f1_macro,split6_train_f1_micro,split7_test_accuracy,split7_test_f1_macro,split7_test_f1_micro,split7_train_accuracy,split7_train_f1_macro,split7_train_f1_micro,split8_test_accuracy,split8_test_f1_macro,split8_test_f1_micro,split8_train_accuracy,split8_train_f1_macro,split8_train_f1_micro,split9_test_accuracy,split9_test_f1_macro,split9_test_f1_micro,split9_train_accuracy,split9_train_f1_macro,split9_train_f1_micro,std_fit_time,std_score_time,std_test_accuracy,std_test_f1_macro,std_test_f1_micro,std_train_accuracy,std_train_f1_macro,std_train_f1_micro
7,0.04155666828155517,0.02156963348388672,0.8193979933110368,0.8062490508215389,0.8193979933110368,0.8554481605137122,0.863129657404536,0.8554481605137122,17,{'knn__n_neighbors': 17},8,9,8,0.8387096774193549,0.8545454545454545,0.8387096774193549,0.8582089552238806,0.8687901681651682,0.8582089552238806,0.8064516129032258,0.8186507936507937,0.8064516129032258,0.835820895522388,0.8460774027029708,0.835820895522388,0.7419354838709677,0.5798076923076924,0.7419354838709677,0.8619402985074627,0.876428290127778,0.8619402985074627,0.8387096774193549,0.7915579710144928,0.8387096774193549,0.8731343283582089,0.8758996517637658,0.8731343283582089,0.7741935483870968,0.7961352657004831,0.7741935483870968,0.8582089552238806,0.8645710703381476,0.8582089552238806,0.9333333333333333,0.9564393939393939,0.9333333333333333,0.8475836431226765,0.8609114303412029,0.8475836431226765,0.6206896551724138,0.6711621711621711,0.6206896551724138,0.8888888888888888,0.8876576565938462,0.8888888888888888,0.896551724137931,0.8639393939393939,0.896551724137931,0.8185185185185185,0.826777436750491,0.8185185185185185,0.8928571428571429,0.8367216117216117,0.8928571428571429,0.8671586715867159,0.8702443789485674,0.8671586715867159,0.8571428571428571,0.905982905982906,0.8571428571428571,0.8450184501845018,0.8539390883134225,0.8450184501845017,0.0009226763467079522,0.0015435075265737216,0.08530479632199926,0.10479208862753937,0.08530479632199926,0.018828882674625843,0.01651647019447325,0.01882888267462585
8,0.04186942577362061,0.021497488021850586,0.8193979933110368,0.8063643196054819,0.8193979933110368,0.8390853762391032,0.8448936757617144,0.8390853762391032,19,{'knn__n_neighbors': 19},8,8,8,0.8387096774193549,0.8545454545454545,0.8387096774193549,0.8097014925373134,0.8113608145961088,0.8097014925373133,0.8064516129032258,0.8164021164021164,0.8064516129032258,0.8171641791044776,0.8280853891558516,0.8171641791044777,0.7419354838709677,0.5798076923076924,0.7419354838709677,0.8470149253731343,0.8531185720026921,0.8470149253731343,0.8387096774193549,0.7929778554778555,0.8387096774193549,0.8544776119402985,0.8596121649218995,0.8544776119402986,0.8064516129032258,0.8318181818181818,0.8064516129032258,0.8507462686567164,0.8578239627774981,0.8507462686567164,0.9,0.9194949494949495,0.9,0.8475836431226765,0.862988506000285,0.8475836431226765,0.6206896551724138,0.6711621711621711,0.6206896551724138,0.8666666666666667,0.8754272967665881,0.8666666666666667,0.8620689655172413,0.842391304347826,0.8620689655172413,0.8222222222222222,0.8291427596292441,0.8222222222222222,0.8928571428571429,0.8367216117216117,0.8928571428571429,0.8487084870848709,0.8523707155505947,0.8487084870848709,0.8928571428571429,0.9305263157894736,0.8928571428571429,0.8265682656826568,0.8190065762163816,0.8265682656826568,0.001307494750105321,0.0012604266647475084,0.08001853281754766,0.10184018610774793,0.08001853281754766,0.017737877524225013,0.02022946054431266,0.017737877524225027
9,0.04252579212188721,0.02149035930633545,0.8093645484949833,0.7885938642892983,0.8093645484949833,0.8257159790151972,0.8243242067137659,0.8257159790151972,21,{'knn__n_neighbors': 21},10,10,10,0.8387096774193549,0.8545454545454545,0.8387096774193549,0.8059701492537313,0.7881525746436288,0.8059701492537313,0.8387096774193549,0.8520146520146521,0.8387096774193549,0.7985074626865671,0.8065851417088586,0.7985074626865672,0.7096774193548387,0.5601851851851852,0.7096774193548389,0.832089552238806,0.8370591003058476,0.832089552238806,0.8387096774193549,0.818476430976431,0.8387096774193549,0.8395522388059702,0.8260018055263298,0.8395522388059702,0.7741935483870968,0.7491258741258742,0.7741935483870968,0.8432835820895522,0.8532186234817813,0.8432835820895523,0.8666666666666667,0.826280193236715,0.8666666666666667,0.8327137546468402,0.8396705633179513,0.8327137546468402,0.6206896551724138,0.6711621711621711,0.6206896551724138,0.8481481481481481,0.8457102263449914,0.8481481481481481,0.8620689655172413,0.842391304347826,0.8620689655172413,0.8185185185185185,0.8200584339372249,0.8185185185185185,0.8571428571428571,0.8152380952380952,0.8571428571428571,0.8265682656826568,0.8250038576125533,0.8265682656826568,0.8928571428571429,0.9077380952380952,0.8928571428571429,0.8118081180811808,0.8017817402584911,0.8118081180811808,0.0025427008577261156,0.0013292754892038896,0.0796524830183476,0.0984254893451318,0.07965248301834757,0.01571310234775909,0.019602639108317808,0.01571310234775908
10,0.041908979415893555,0.021477508544921874,0.7859531772575251,0.742084394959195,0.7859531772575251,0.8067868344027722,0.7821851985512874,0.8067868344027722,25,{'knn__n_neighbors': 25},11,11,11,0.7741935483870968,0.75,0.7741935483870968,0.8059701492537313,0.76118267993268,0.8059701492537313,0.8064516129032258,0.7554713804713805,0.8064516129032258,0.7723880597014925,0.7384055683206754,0.7723880597014926,0.7419354838709677,0.5787037037037037,0.7419354838709677,0.832089552238806,0.8211855159898696,0.832089552238806,0.8387096774193549,0.7540584415584415,0.8387096774193549,0.8171641791044776,0.7925665911688947,0.8171641791044777,0.7096774193548387,0.6725,0.7096774193548389,0.8208955223880597,0.807985502358904,0.8208955223880597,0.8333333333333334,0.8055555555555555,0.8333333333333334,0.8178438661710037,0.8235402001733018,0.8178438661710037,0.6206896551724138,0.6711621711621711,0.6206896551724138,0.8111111111111111,0.7703457533178896,0.8111111111111111,0.8275862068965517,0.8206521739130435,0.8275862068965517,0.8,0.7739606718217344,0.8000000000000002,0.8571428571428571,0.8146645021645021,0.8571428571428571,0.8081180811808119,0.7813568280103206,0.8081180811808119,0.8571428571428571,0.8146645021645021,0.8571428571428571,0.7822878228782287,0.7513226744186047,0.7822878228782287,0.0008152570669371456,0.0014015382374589422,0.0717083238920252,0.07607152863045683,0.07170832389202518,0.017087734755211373,0.027428905587209642,0.017087734755211352
11,0.04199068546295166,0.02166409492492676,0.7625418060200669,0.7023359287646039,0.7625418060200669,0.7882142200483944,0.7471528728869947,0.7882142200483945,29,{'knn__n_neighbors': 29},13,12,13,0.7419354838709677,0.7890909090909091,0.7419354838709677,0.7873134328358209,0.7082712609324715,0.7873134328358208,0.7741935483870968,0.7206521739130435,0.7741935483870968,0.7649253731343284,0.719374386548884,0.7649253731343283,0.7419354838709677,0.5795807453416149,0.7419354838709677,0.8171641791044776,0.8078237235488254,0.8171641791044777,0.7419354838709677,0.6613756613756614,0.7419354838709677,0.7910447761194029,0.7467542331586081,0.7910447761194029,0.7096774193548387,0.6947222222222222,0.7096774193548389,0.7985074626865671,0.7514787471796952,0.7985074626865672,0.8666666666666667,0.826280193236715,0.8666666666666667,0.7955390334572491,0.7733855616015881,0.7955390334572491,0.6206896551724138,0.6711621711621711,0.6206896551724138,0.8,0.7450398123035032,0.8000000000000002,0.7931034482758621,0.7984848484848485,0.7931034482758621,0.7925925925925926,0.761173034060358,0.7925925925925926,0.8214285714285714,0.6388311688311689,0.8214285714285714,0.7749077490774908,0.7416011101184568,0.7749077490774909,0.8214285714285714,0.6391045548654244,0.8214285714285714,0.7601476014760148,0.7166268594175571,0.7601476014760148,0.0011031779714743754,0.0013444932585350722,0.06492614080306358,0.07643108396880831,0.06492614080306357,0.01634554900785651,0.02799123388349634,0.016345549007856553
12,0.041619062423706055,0.022264313697814942,0.7658862876254181,0.6924266255827982,0.7658862876254181,0.7789052403701644,0.7117634737008827,0.7789052403701644,35,{'knn__n_neighbors': 35},12,13,12,0.7741935483870968,0.8118181818181819,0.7741935483870968,0.7798507462686567,0.7010073453735426,0.7798507462686567,0.8064516129032258,0.7544128576737272,0.8064516129032258,0.7649253731343284,0.6947272498743087,0.7649253731343283,0.7419354838709677,0.5798076923076924,0.7419354838709677,0.7835820895522388,0.7233154919792851,0.783582089552239,0.7419354838709677,0.6613756613756614,0.7419354838709677,0.7798507462686567,0.7106725959915686,0.7798507462686567,0.6774193548387096,0.5393518518518519,0.6774193548387096,0.7947761194029851,0.7404854815329027,0.7947761194029851,0.8666666666666667,0.826280193236715,0.8666666666666667,0.7732342007434945,0.7044653327222288,0.7732342007434944,0.6551724137931034,0.6931262939958592,0.6551724137931034,0.7962962962962963,0.7290435828306535,0.7962962962962963,0.8275862068965517,0.8206521739130435,0.8275862068965517,0.7814814814814814,0.707723464096329,0.7814814814814814,0.8214285714285714,0.6391045548654244,0.8214285714285714,0.7675276752767528,0.7042267211657826,0.7675276752767528,0.75,0.5965320910973085,0.75,0.7675276752767528,0.7019674714422246,0.7675276752767528,0.0008542269588865957,0.0031059597013380824,0.0632283548195883,0.10119467982919546,0.0632283548195883,0.010349525980123194,0.013734886614603462,0.01034952598012322
13,0.04159736633300781,0.021731853485107422,0.725752508361204,0.6342220453973398,0.725752508361204,0.7666581019950279,0.6873013081758655,0.7666581019950279,41,{'knn__n_neighbors': 41},15,14,15,0.7096774193548387,0.6942121887774062,0.7096774193548389,0.7649253731343284,0.6658978930178984,0.7649253731343283,0.6774193548387096,0.6105769230769231,0.6774193548387096,0.7611940298507462,0.6927140875929422,0.7611940298507462,0.6774193548387096,0.5080423280423281,0.6774193548387096,0.7761194029850746,0.6984377570843014,0.7761194029850746,0.7419354838709677,0.6601648351648353,0.7419354838709677,0.7835820895522388,0.7107002549553401,0.783582089552239,0.6774193548387096,0.5393518518518519,0.6774193548387096,0.7873134328358209,0.7077969951083158,0.7873134328358208,0.8,0.6294128576737272,0.8000000000000002,0.7472118959107806,0.6637368916434435,0.7472118959107806,0.6551724137931034,0.6934523809523809,0.6551724137931034,0.7703703703703704,0.6934368143272251,0.7703703703703704,0.8275862068965517,0.8206521739130435,0.8275862068965517,0.7592592592592593,0.673414161795884,0.7592592592592593,0.8214285714285714,0.6388311688311689,0.8214285714285714,0.7675276752767528,0.6915749573446106,0.7675276752767528,0.6785714285714286,0.5561038961038961,0.6785714285714286,0.7490774907749077,0.6753032688886944,0.7490774907749077,0.0010086295889590576,0.001328857313406971,0.06235628315429167,0.08585895845368328,0.06235628315429168,0.012617255989563043,0.01589655550656819,0.012617255989563043
14,0.04150447845458984,0.021935582160949707,0.7290969899665551,0.5772175409266436,0.7290969899665551,0.7484173053108585,0.6308599753283283,0.7484173053108585,49,{'knn__n_neighbors': 49},14,15,14,0.6774193548387096,0.6530797101449275,0.6774193548387096,0.7388059701492538,0.61109146832241,0.7388059701492538,0.7096774193548387,0.5274725274725275,0.7096774193548389,0.7425373134328358,0.6136718845062457,0.7425373134328358,0.7096774193548387,0.5280423280423281,0.7096774193548389,0.753731343283582,0.6467479197141555,0.753731343283582,0.7096774193548387,0.5280423280423281,0.7096774193548389,0.7649253731343284,0.6504047322540474,0.7649253731343283,0.6451612903225806,0.48809523809523814,0.6451612903225806,0.746268656716418,0.6153813778813779,0.746268656716418,0.8333333333333334,0.6673913043478261,0.8333333333333334,0.7323420074349443,0.6376132255056022,0.7323420074349443,0.6896551724137931,0.5609523809523809,0.6896551724137931,0.7518518518518519,0.6288271654815772,0.7518518518518519,0.8275862068965517,0.6666666666666666,0.8275862068965517,0.7555555555555555,0.6401492799438004,0.7555555555555555,0.8214285714285714,0.6391045548654244,0.8214285714285714,0.7416974169741697,0.598571068743703,0.7416974169741697,0.6785714285714286,0.5215617715617715,0.6785714285714286,0.7564575645756457,0.6661416309303634,0.7564575645756457,0.0009509089980365376,0.0013383577584895744,0.06590806802017782,0.06666669373574612,0.0659080680201778,0.009291354359277429,0.01995904358652669,0.00929135435927741
15,0.041652774810791014,0.022100496292114257,0.6956521739130435,0.5324176661344029,0.6956521739130435,0.7123695822182657,0.5608290254900974,0.7123695822182657,57,{'knn__n_neighbors': 57},16,16,16,0.6451612903225806,0.4910714285714286,0.6451612903225806,0.7126865671641791,0.5532441276494781,0.712686567164179,0.6451612903225806,0.44088319088319095,0.6451612903225806,0.7052238805970149,0.5497137613401242,0.7052238805970149,0.7419354838709677,0.5465608465608466,0.7419354838709677,0.7052238805970149,0.5414141519454612,0.7052238805970149,0.7096774193548387,0.5280423280423281,0.7096774193548389,0.7313432835820896,0.5774531785808493,0.7313432835820896,0.5806451612903226,0.4510052910052911,0.5806451612903226,0.7238805970149254,0.5762340495708586,0.7238805970149254,0.8,0.6305555555555555,0.8000000000000002,0.6765799256505576,0.5564035744956798,0.6765799256505576,0.6206896551724138,0.5201190476190476,0.6206896551724138,0.7185185185185186,0.5625557753780922,0.7185185185185186,0.7586206896551724,0.6241258741258742,0.7586206896551724,0.7148148148148148,0.5616791601970239,0.7148148148148148,0.7857142857142857,0.5823188405797101,0.7857142857142857,0.7232472324723247,0.580892799914539,0.7232472324723248,0.6785714285714286,0.5215617715617715,0.6785714285714286,0.7121771217712177,0.5486996758288687,0.7121771217712177,0.00113606654684362,0.0013557118110001543,0.07036626802712202,0.06161794112821714,0.07036626802712205,0.014275068480577987,0.012824427855085564,0.014275068480577994
16,0.041689300537109376,0.022239041328430176,0.6354515050167224,0.45530585321920947,0.6354515050167224,0.6633338162932759,0.4863041287873278,0.6633338162932759,73,{'knn__n_neighbors': 73},17,17,17,0.6451612903225806,0.44324712643678166,0.6451612903225806,0.6417910447761194,0.46694179894179894,0.6417910447761194,0.5483870967741935,0.3224431818181819,0.5483870967741935,0.6791044776119403,0.5095945716086728,0.6791044776119403,0.6129032258064516,0.46952380952380957,0.6129032258064516,0.6380597014925373,0.45310300298779566,0.6380597014925373,0.6774193548387096,0.4608262108262109,0.6774193548387096,0.6940298507462687,0.5304256542996836,0.6940298507462687,0.5806451612903226,0.40517241379310354,0.5806451612903226,0.6902985074626866,0.5005033208800332,0.6902985074626866,0.7333333333333333,0.5706168831168831,0.7333333333333333,0.6468401486988847,0.4519885450454399,0.6468401486988847,0.5172413793103449,0.42673107890499196,0.5172413793103449,0.6703703703703704,0.5035340024473431,0.6703703703703704,0.6896551724137931,0.5295566502463054,0.6896551724137931,0.6407407407407407,0.4661825797964412,0.6407407407407407,0.75,0.507190635451505,0.75,0.6715867158671587,0.5027229696758229,0.6715867158671587,0.6071428571428571,0.42666666666666664,0.6071428571428571,0.6605166051660517,0.47804484219024745,0.6605166051660517,0.0010847774659437056,0.0016103247720262047,0.07244158496153098,0.06638449267883842,0.07244158496153098,0.01982164221213523,0.025268723922538035,0.01982164221213523
