;mean_fit_time;mean_score_time;mean_test_accuracy;mean_test_f1_macro;mean_test_f1_micro;mean_train_accuracy;mean_train_f1_macro;mean_train_f1_micro;param_svc__C;param_svc__kernel;params;rank_test_accuracy;rank_test_f1_macro;rank_test_f1_micro;split0_test_accuracy;split0_test_f1_macro;split0_test_f1_micro;split0_train_accuracy;split0_train_f1_macro;split0_train_f1_micro;split1_test_accuracy;split1_test_f1_macro;split1_test_f1_micro;split1_train_accuracy;split1_train_f1_macro;split1_train_f1_micro;split2_test_accuracy;split2_test_f1_macro;split2_test_f1_micro;split2_train_accuracy;split2_train_f1_macro;split2_train_f1_micro;split3_test_accuracy;split3_test_f1_macro;split3_test_f1_micro;split3_train_accuracy;split3_train_f1_macro;split3_train_f1_micro;split4_test_accuracy;split4_test_f1_macro;split4_test_f1_micro;split4_train_accuracy;split4_train_f1_macro;split4_train_f1_micro;split5_test_accuracy;split5_test_f1_macro;split5_test_f1_micro;split5_train_accuracy;split5_train_f1_macro;split5_train_f1_micro;split6_test_accuracy;split6_test_f1_macro;split6_test_f1_micro;split6_train_accuracy;split6_train_f1_macro;split6_train_f1_micro;split7_test_accuracy;split7_test_f1_macro;split7_test_f1_micro;split7_train_accuracy;split7_train_f1_macro;split7_train_f1_micro;split8_test_accuracy;split8_test_f1_macro;split8_test_f1_micro;split8_train_accuracy;split8_train_f1_macro;split8_train_f1_micro;split9_test_accuracy;split9_test_f1_macro;split9_test_f1_micro;split9_train_accuracy;split9_train_f1_macro;split9_train_f1_micro;std_fit_time;std_score_time;std_test_accuracy;std_test_f1_macro;std_test_f1_micro;std_train_accuracy;std_train_f1_macro;std_train_f1_micro
0;128.45167820453645;28.995919847488402;0.9154145306699664;0.9161143798459906;0.9154145306699664;0.9997250183204551;0.999736483243292;0.9997250183204551;100;linear;"{'svc__C': 100; 'svc__kernel': 'linear'}";1;1;1;0.9140350877192982;0.916573947317269;0.9140350877192982;0.9997051307253784;0.9997164412151885;0.9997051307253784;0.9156414762741653;0.9156395543297083;0.9156414762741653;0.9997051886792453;0.9997180318821937;0.9997051886792453;0.9112478031634447;0.9133479328979771;0.9112478031634447;0.9997051886792453;0.999717585189994;0.9997051886792453;0.9234154929577465;0.923103595592749;0.9234154929577465;0.999803497740224;0.9998121052594279;0.999803497740224;0.9213780918727915;0.922278869858296;0.9213780918727915;0.9997053624042428;0.9997177628924223;0.9997053624042428;0.9025686448184234;0.9027214491003118;0.9025686448184234;0.9997054491899853;0.9997182110191754;0.9997054491899853;0.9157801418439716;0.914805513880671;0.9157801418439716;0.999705478107206;0.9997178529083101;0.999705478107206;0.911190053285968;0.911295381296625;0.9111900532859681;0.9997055359246172;0.9997178529083101;0.9997055359246172;0.9172597864768683;0.919022700610523;0.9172597864768683;0.9998037291462217;0.9998110498770203;0.9998037291462217;0.9216384683882458;0.9223485461976096;0.9216384683882458;0.9997056226081837;0.9997179392808782;0.9997056226081837;4.01825307622479;1.1143204895371757;0.005862458156557568;0.005882138819316718;0.0058624581565575595;3.929789109417672e-05;3.755066875742487e-05;3.929789109417672e-05
1;222.81998608112335;37.71214747428894;0.05497613576100407;0.0073504818224331085;0.05497613576100407;0.055160990140898;0.007305549844970482;0.055160990140898;100;poly;"{'svc__C': 100; 'svc__kernel': 'poly'}";13;7;13;0.05263157894736842;0.005;0.05263157894736842;0.053076469431885195;0.005040134403584095;0.053076469431885195;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.0528169014084507;0.005016722408026755;0.0528169014084507;0.0530556101395166;0.005038253405486098;0.0530556101395166;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05303476723629935;0.005036373810856183;0.05303476723629935;0.053144375553587246;0.005046257359125316;0.053144375553587246;0.053019145802650956;0.005034965034965035;0.053019145802650956;0.05319148936170213;0.005050505050505051;0.05319148936170212;0.05301394070292558;0.005034495618124185;0.053013940702925574;0.05328596802841918;0.00505902192242833;0.05328596802841919;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05338078291814947;0.005067567567567568;0.05338078291814947;0.05299313052011776;0.005032618825722274;0.05299313052011776;0.0730186999109528;0.02838893222594411;0.0730186999109528;0.07428122853498184;0.027726712845980363;0.07428122853498184;5.026032084340848;0.7905423646675459;0.005994399719695033;0.006983890427109543;0.005994399719695033;0.006373471545679198;0.006807054781005019;0.006373471545679199
2;235.59752275943757;36.43939027786255;0.05736255966059749;0.0071226915887937815;0.05736255966059749;0.05737863315924753;0.007101989704964183;0.05737863315924753;100;rbf;"{'svc__C': 100; 'svc__kernel': 'rbf'}";7;13;7;0.05263157894736842;0.005;0.05263157894736842;0.053076469431885195;0.005040134403584095;0.053076469431885195;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.0528169014084507;0.005016722408026755;0.0528169014084507;0.0530556101395166;0.005038253405486098;0.0530556101395166;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05303476723629935;0.005036373810856183;0.05303476723629935;0.053144375553587246;0.005046257359125316;0.053144375553587246;0.053019145802650956;0.005034965034965035;0.053019145802650956;0.05319148936170213;0.005050505050505051;0.05319148936170212;0.05301394070292558;0.005034495618124185;0.053013940702925574;0.05328596802841918;0.00505902192242833;0.05328596802841919;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05338078291814947;0.005067567567567568;0.05338078291814947;0.05299313052011776;0.005032618825722274;0.05299313052011776;0.09706144256455922;0.026093991261210946;0.09706144256455923;0.09645765871847709;0.025691111445917375;0.09645765871847709;4.906384532130186;0.8476738478261293;0.013180606861826967;0.0062976896700477035;0.013180606861826972;0.013026370596706091;0.006196374405072995;0.013026370596706091
3;125.72071750164032;28.498945689201356;0.9154145306699664;0.9161143798459906;0.9154145306699664;0.9997250183204551;0.999736483243292;0.9997250183204551;101;linear;"{'svc__C': 101; 'svc__kernel': 'linear'}";1;1;1;0.9140350877192982;0.916573947317269;0.9140350877192982;0.9997051307253784;0.9997164412151885;0.9997051307253784;0.9156414762741653;0.9156395543297083;0.9156414762741653;0.9997051886792453;0.9997180318821937;0.9997051886792453;0.9112478031634447;0.9133479328979771;0.9112478031634447;0.9997051886792453;0.999717585189994;0.9997051886792453;0.9234154929577465;0.923103595592749;0.9234154929577465;0.999803497740224;0.9998121052594279;0.999803497740224;0.9213780918727915;0.922278869858296;0.9213780918727915;0.9997053624042428;0.9997177628924223;0.9997053624042428;0.9025686448184234;0.9027214491003118;0.9025686448184234;0.9997054491899853;0.9997182110191754;0.9997054491899853;0.9157801418439716;0.914805513880671;0.9157801418439716;0.999705478107206;0.9997178529083101;0.999705478107206;0.911190053285968;0.911295381296625;0.9111900532859681;0.9997055359246172;0.9997178529083101;0.9997055359246172;0.9172597864768683;0.919022700610523;0.9172597864768683;0.9998037291462217;0.9998110498770203;0.9998037291462217;0.9216384683882458;0.9223485461976096;0.9216384683882458;0.9997056226081837;0.9997179392808782;0.9997056226081837;2.2992229071846997;0.6790493251661988;0.005862458156557568;0.005882138819316718;0.0058624581565575595;3.929789109417672e-05;3.755066875742487e-05;3.929789109417672e-05
4;222.68698167800903;37.94923658370972;0.05497613576100407;0.0073504818224331085;0.05497613576100407;0.055160990140898;0.007305549844970482;0.055160990140898;101;poly;"{'svc__C': 101; 'svc__kernel': 'poly'}";13;7;13;0.05263157894736842;0.005;0.05263157894736842;0.053076469431885195;0.005040134403584095;0.053076469431885195;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.0528169014084507;0.005016722408026755;0.0528169014084507;0.0530556101395166;0.005038253405486098;0.0530556101395166;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05303476723629935;0.005036373810856183;0.05303476723629935;0.053144375553587246;0.005046257359125316;0.053144375553587246;0.053019145802650956;0.005034965034965035;0.053019145802650956;0.05319148936170213;0.005050505050505051;0.05319148936170212;0.05301394070292558;0.005034495618124185;0.053013940702925574;0.05328596802841918;0.00505902192242833;0.05328596802841919;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05338078291814947;0.005067567567567568;0.05338078291814947;0.05299313052011776;0.005032618825722274;0.05299313052011776;0.0730186999109528;0.02838893222594411;0.0730186999109528;0.07428122853498184;0.027726712845980363;0.07428122853498184;3.6978043225270625;1.166112239756154;0.005994399719695033;0.006983890427109543;0.005994399719695033;0.006373471545679198;0.006807054781005019;0.006373471545679199
5;236.54609136581422;36.23124539852142;0.05736255966059749;0.0071226915887937815;0.05736255966059749;0.05737863315924753;0.007101989704964183;0.05737863315924753;101;rbf;"{'svc__C': 101; 'svc__kernel': 'rbf'}";7;13;7;0.05263157894736842;0.005;0.05263157894736842;0.053076469431885195;0.005040134403584095;0.053076469431885195;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.0528169014084507;0.005016722408026755;0.0528169014084507;0.0530556101395166;0.005038253405486098;0.0530556101395166;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05303476723629935;0.005036373810856183;0.05303476723629935;0.053144375553587246;0.005046257359125316;0.053144375553587246;0.053019145802650956;0.005034965034965035;0.053019145802650956;0.05319148936170213;0.005050505050505051;0.05319148936170212;0.05301394070292558;0.005034495618124185;0.053013940702925574;0.05328596802841918;0.00505902192242833;0.05328596802841919;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05338078291814947;0.005067567567567568;0.05338078291814947;0.05299313052011776;0.005032618825722274;0.05299313052011776;0.09706144256455922;0.026093991261210946;0.09706144256455923;0.09645765871847709;0.025691111445917375;0.09645765871847709;4.739829172929449;0.9142793244729083;0.013180606861826967;0.0062976896700477035;0.013180606861826972;0.013026370596706091;0.006196374405072995;0.013026370596706091
6;126.17015511989594;28.700076079368593;0.9154145306699664;0.9161143798459906;0.9154145306699664;0.9997250183204551;0.999736483243292;0.9997250183204551;102;linear;"{'svc__C': 102; 'svc__kernel': 'linear'}";1;1;1;0.9140350877192982;0.916573947317269;0.9140350877192982;0.9997051307253784;0.9997164412151885;0.9997051307253784;0.9156414762741653;0.9156395543297083;0.9156414762741653;0.9997051886792453;0.9997180318821937;0.9997051886792453;0.9112478031634447;0.9133479328979771;0.9112478031634447;0.9997051886792453;0.999717585189994;0.9997051886792453;0.9234154929577465;0.923103595592749;0.9234154929577465;0.999803497740224;0.9998121052594279;0.999803497740224;0.9213780918727915;0.922278869858296;0.9213780918727915;0.9997053624042428;0.9997177628924223;0.9997053624042428;0.9025686448184234;0.9027214491003118;0.9025686448184234;0.9997054491899853;0.9997182110191754;0.9997054491899853;0.9157801418439716;0.914805513880671;0.9157801418439716;0.999705478107206;0.9997178529083101;0.999705478107206;0.911190053285968;0.911295381296625;0.9111900532859681;0.9997055359246172;0.9997178529083101;0.9997055359246172;0.9172597864768683;0.919022700610523;0.9172597864768683;0.9998037291462217;0.9998110498770203;0.9998037291462217;0.9216384683882458;0.9223485461976096;0.9216384683882458;0.9997056226081837;0.9997179392808782;0.9997056226081837;3.3016833498780236;0.7046596109790663;0.005862458156557568;0.005882138819316718;0.0058624581565575595;3.929789109417672e-05;3.755066875742487e-05;3.929789109417672e-05
7;222.04252190589904;37.70160961151123;0.05497613576100407;0.0073504818224331085;0.05497613576100407;0.055160990140898;0.007305549844970482;0.055160990140898;102;poly;"{'svc__C': 102; 'svc__kernel': 'poly'}";13;7;13;0.05263157894736842;0.005;0.05263157894736842;0.053076469431885195;0.005040134403584095;0.053076469431885195;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.0528169014084507;0.005016722408026755;0.0528169014084507;0.0530556101395166;0.005038253405486098;0.0530556101395166;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05303476723629935;0.005036373810856183;0.05303476723629935;0.053144375553587246;0.005046257359125316;0.053144375553587246;0.053019145802650956;0.005034965034965035;0.053019145802650956;0.05319148936170213;0.005050505050505051;0.05319148936170212;0.05301394070292558;0.005034495618124185;0.053013940702925574;0.05328596802841918;0.00505902192242833;0.05328596802841919;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05338078291814947;0.005067567567567568;0.05338078291814947;0.05299313052011776;0.005032618825722274;0.05299313052011776;0.0730186999109528;0.02838893222594411;0.0730186999109528;0.07428122853498184;0.027726712845980363;0.07428122853498184;4.529398877340539;1.0648424838870165;0.005994399719695033;0.006983890427109543;0.005994399719695033;0.006373471545679198;0.006807054781005019;0.006373471545679199
8;236.6591012954712;36.41465077400208;0.05736255966059749;0.0071226915887937815;0.05736255966059749;0.05737863315924753;0.007101989704964183;0.05737863315924753;102;rbf;"{'svc__C': 102; 'svc__kernel': 'rbf'}";7;13;7;0.05263157894736842;0.005;0.05263157894736842;0.053076469431885195;0.005040134403584095;0.053076469431885195;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.05272407732864675;0.005008347245409015;0.05272407732864675;0.05306603773584906;0.00503919372900336;0.05306603773584906;0.0528169014084507;0.005016722408026755;0.0528169014084507;0.0530556101395166;0.005038253405486098;0.0530556101395166;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05303476723629935;0.005036373810856183;0.05303476723629935;0.053144375553587246;0.005046257359125316;0.053144375553587246;0.053019145802650956;0.005034965034965035;0.053019145802650956;0.05319148936170213;0.005050505050505051;0.05319148936170212;0.05301394070292558;0.005034495618124185;0.053013940702925574;0.05328596802841918;0.00505902192242833;0.05328596802841919;0.053003533568904596;0.005033557046979866;0.053003533568904596;0.05338078291814947;0.005067567567567568;0.05338078291814947;0.05299313052011776;0.005032618825722274;0.05299313052011776;0.09706144256455922;0.026093991261210946;0.09706144256455923;0.09645765871847709;0.025691111445917375;0.09645765871847709;5.811087234512828;0.8396903743703376;0.013180606861826967;0.0062976896700477035;0.013180606861826972;0.013026370596706091;0.006196374405072995;0.013026370596706091
9;124.99126360416412;28.48497076034546;0.9154145306699664;0.9161108690806188;0.9154145306699664;0.9997250183204551;0.999736483243292;0.9997250183204551;103;linear;"{'svc__C': 103; 'svc__kernel': 'linear'}";1;4;1;0.9140350877192982;0.916573947317269;0.9140350877192982;0.9997051307253784;0.9997164412151885;0.9997051307253784;0.9156414762741653;0.9156395543297083;0.9156414762741653;0.9997051886792453;0.9997180318821937;0.9997051886792453;0.9112478031634447;0.9133479328979771;0.9112478031634447;0.9997051886792453;0.999717585189994;0.9997051886792453;0.9234154929577465;0.923103595592749;0.9234154929577465;0.999803497740224;0.9998121052594279;0.999803497740224;0.9213780918727915;0.922278869858296;0.9213780918727915;0.9997053624042428;0.9997177628924223;0.9997053624042428;0.9025686448184234;0.9027214491003118;0.9025686448184234;0.9997054491899853;0.9997182110191754;0.9997054491899853;0.9157801418439716;0.9147703004060104;0.9157801418439716;0.999705478107206;0.9997178529083101;0.999705478107206;0.911190053285968;0.911295381296625;0.9111900532859681;0.9997055359246172;0.9997178529083101;0.9997055359246172;0.9172597864768683;0.919022700610523;0.9172597864768683;0.9998037291462217;0.9998110498770203;0.9998037291462217;0.9216384683882458;0.9223485461976096;0.9216384683882458;0.9997056226081837;0.9997179392808782;0.9997056226081837;2.214638325512289;0.6726397827308881;0.005862458156557568;0.005882929426153396;0.0058624581565575595;3.929789109417672e-05;3.755066875742487e-05;3.929789109417672e-05
